RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m)
1800,1.9,0.26,277.2415917,992.7949583,691.6162635,5.110710679,5.073829043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.9,0.27,283.4265265,1024.794108,698.9133782,5.274265355,5.235579619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1.9,0.28,289.6292981,1056.832007,706.2175634,5.437916523,5.397324789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.9,0.29,295.8097406,1088.929432,713.5470366,5.601959983,5.559458221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,0.2,110.5321321,458.0882894,466.2393668,1.81032315,1.804023129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,0.21,115.0473621,472.7181199,478.8431371,1.888266015,1.886302807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,0.22,117.3852634,489.5636763,483.6729602,1.953138317,1.950589524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,0.23,119.7648861,506.4262704,488.5026839,2.017952841,2.014712888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,0.24,122.1378221,523.3267003,493.3517233,2.08299243,2.079056949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,0.25,124.4287895,540.2812425,498.2374529,2.148506156,2.143991129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,0.26,126.783463,557.2364583,503.1176103,2.213860191,2.208685411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,0.27,129.1394708,574.2295445,508.0181166,2.279442096,2.27361037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,0.28,131.4967366,591.2610577,512.939314,2.345255345,2.338769462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1,0.29,133.7876777,608.3550816,517.9034399,2.411632811,2.404617382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.1,0.2,123.4760672,497.0236009,490.4104997,2.05456455,2.046828837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.1,0.21,126.2038152,515.4600082,495.5537425,2.128391466,2.119814181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.1,0.22,128.8920521,533.9660785,500.7386383,2.202822836,2.193527814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.1,0.23,131.6109781,552.4873461,505.9226089,2.277167239,2.267028586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.1,0.24,136.7664104,568.628555,519.1774642,2.366501245,2.360990362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.1,0.25,139.4312083,587.2416846,524.4035573,2.441710659,2.435520523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.1,0.26,142.1686346,605.8493319,529.620408,2.516685518,2.509711029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.1,0.27,144.9055807,624.4963402,534.8578698,2.591906118,2.584149463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.1,0.28,147.5626469,643.2119669,540.1406578,2.667774831,2.659386545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.1,0.29,150.290556,661.9419445,545.4224592,2.743532708,2.734379933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.2,0.2,136.8642095,535.6438251,513.2518124,2.306870473,2.297556029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.2,0.21,139.9806166,555.7372308,518.7210467,2.390834107,2.380617093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.2,0.22,143.0815467,575.8823628,524.2228956,2.475167713,2.464075918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.2,0.23,146.2121656,596.0509877,529.7240149,2.559508716,2.547441078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.2,0.24,149.3287573,616.2600603,535.2426664,2.644085902,2.631026313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.2,0.25,152.3622877,636.541143,540.8030392,2.729304975,2.71542112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.2,0.26,155.4525022,656.8100376,546.3509118,2.814205021,2.799363745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.2,0.27,158.5398749,677.1204479,551.9184732,2.89935335,2.883550942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.2,0.28,164.2577524,694.8204416,565.8037151,3.001212642,2.990584246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.2,0.29,167.3830476,715.2058999,571.4010262,3.087046547,3.075519941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.3,0.2,150.6339671,573.9860789,534.8808158,2.566811844,2.55577304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.3,0.21,154.1846819,595.7212514,540.6496299,2.661176099,2.649122038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.3,0.22,157.7313642,617.506534,546.4367587,2.755815772,2.742730264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.3,0.23,161.2649331,639.3365771,552.2434971,2.850736636,2.836610346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.3,0.24,164.7751024,661.2097222,558.0684333,2.945923767,2.930745235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.3,0.25,168.2545374,683.1250573,563.9214757,3.041387379,3.025182188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.3,0.26,171.7697539,705.0414968,569.7642967,3.136683931,3.119378598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.3,0.27,175.2807543,727.0008245,575.6268956,3.232243934,3.213832762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.3,0.28,178.6964545,749.0501645,581.5395031,3.32866124,3.309360706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.3,0.29,182.187641,771.1016152,587.4455839,3.424818316,3.404424219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.4,0.2,164.5162107,614.0994675,559.7682745,2.742846415,2.728980717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.4,0.21,168.4647517,637.5477192,565.8487869,2.846395783,2.831382209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.4,0.22,172.4276883,661.0435552,571.9500794,2.950197166,2.933999307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.4,0.23,176.3743456,684.5871213,578.0721051,3.054289331,3.036890651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.4,0.24,180.262683,708.2012219,584.2309783,3.15892732,3.140409365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.4,0.25,184.1527243,731.8396618,590.4032833,3.26363297,3.243968618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.4,0.26,188.0519909,755.5056344,596.5849157,3.368413315,3.347578389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.4,0.27,193.4345311,777.6613043,607.5996964,3.482828994,3.464320443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.4,0.28,197.3394069,801.4252915,613.810533,3.588202861,3.568508652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.4,0.29,201.3000691,825.2326507,620.0233123,3.693763997,3.672829953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.5,0.2,178.95652,652.0496761,579.3660767,3.009249782,2.993305299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.5,0.21,183.3612358,677.1418182,585.7002223,3.123693003,3.106458119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.5,0.22,187.7325435,702.3018219,592.074789,3.238645713,3.220171351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.5,0.23,192.1127995,727.5026348,598.4578875,3.353791301,3.334014608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.5,0.24,196.4827175,752.7507407,604.8607119,3.469187609,3.448075086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.5,0.25,200.850754,778.0288371,611.2773811,3.584729098,3.562280985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.5,0.26,205.2085673,803.3436784,617.7119933,3.700468543,3.676698675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.5,0.27,209.4878627,828.7347824,624.1878705,3.816806917,3.791834362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.5,0.28,213.7489296,854.1709644,630.6893441,3.933340016,3.907102885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.5,0.29,219.7122091,877.9404143,642.0942548,4.059560794,4.035559642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.6,0.2,193.7014902,689.7921796,597.9746253,3.282187857,3.264035211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.6,0.21,198.5460419,716.5392689,604.5540105,3.408005018,3.388470351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.6,0.22,203.4161291,743.3336926,611.1482606,3.534061036,3.513084248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.6,0.23,208.2628462,770.1817955,617.7650978,3.660471791,3.638041838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.6,0.24,213.081693,797.0837535,624.4084363,3.787227327,3.763345629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.6,0.25,217.8630887,824.03355,631.078657,3.914346987,3.889086873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.6,0.26,222.6682937,851.0063139,637.752764,4.04149488,4.014803424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.6,0.27,227.4640945,878.0232972,644.4450858,4.168833592,4.140669718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.6,0.28,232.240552,905.0948541,651.1640368,4.296514303,4.266878525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.6,0.29,236.9101578,932.2570935,657.9316286,4.424947139,4.393976366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.7,0.2,208.6981272,727.3564013,615.659098,3.561548932,3.541120931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.7,0.21,214.0539567,755.7339695,622.4392096,3.698748457,3.676725817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.7,0.22,219.406438,784.1720378,629.2457723,3.836352418,3.812727345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.7,0.23,224.6953685,812.6811794,636.0898868,3.974527303,3.949360826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.7,0.24,229.9983386,841.2286518,642.9439214,4.112858335,4.086083461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.7,0.25,235.2899523,869.8148625,649.8160022,4.251435691,4.223070843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.7,0.26,240.5584246,898.4401006,656.7077483,4.39024292,4.360310319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.7,0.27,245.7726237,927.1331195,663.6345484,4.529547545,4.498108718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.7,0.28,251.0014746,955.8671916,670.5718647,4.669002428,4.635983638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.7,0.29,256.2198291,984.6504562,677.5322235,4.808726305,4.774088559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.8,0.2,223.987352,764.7309705,632.441417,3.846751095,3.823857733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.8,0.21,229.7997721,794.7649977,639.428152,3.995975662,3.971396836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.8,0.22,235.6418861,824.8474034,646.4283577,4.1454459,4.119104896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.8,0.23,241.4580681,854.9878526,653.4516283,4.295315913,4.267199178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.8,0.24,247.2548807,885.1794569,660.4979607,4.44552001,4.415631509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.8,0.25,252.9903175,915.430095,667.5792201,4.596218122,4.564660937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.8,0.26,258.7519449,945.7029752,674.6622565,4.746938277,4.713651519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.8,0.27,264.4935545,976.031833,681.7694594,4.898017249,4.862998324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.8,0.28,270.2046729,1006.41736,688.900687,5.0494224,5.012662423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.8,0.29,275.8504456,1036.878809,696.0738119,5.201437495,5.163019321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.9,0.2,239.4782527,801.9571512,648.39058,4.13793038,4.112521433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.9,0.21,245.832019,833.6165288,655.5360894,4.299080505,4.271742767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.9,0.22,252.1797405,865.3405237,662.7083156,4.460680381,4.43140384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.9,0.23,258.4511911,897.1445605,669.921135,4.622953092,4.591817206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.9,0.24,264.7483448,928.9807741,677.1413685,4.785336025,4.752266638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.9,0.25,271.0262054,960.8598398,684.3798831,4.947996135,4.913007557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.9,0.26,277.2925689,992.7789263,691.6354549,5.110917148,5.074029048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.9,0.27,283.4808589,1024.777127,698.9336928,5.2744838,5.235793305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1.9,0.28,289.6872509,1056.814051,706.2390325,5.438147239,5.397552473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.9,0.29,295.8714269,1088.910474,713.5696943,5.602203263,5.559700407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1,0.2,110.5321321,458.0882894,466.2393668,1.81032315,1.804023129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1,0.21,115.0473621,472.7181199,478.8431371,1.888266015,1.886302807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1,0.22,117.3852634,489.5636763,483.6729602,1.953138317,1.950589524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1,0.23,119.7648861,506.4262704,488.5026839,2.017952841,2.014712888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1,0.24,122.1378221,523.3267003,493.3517233,2.08299243,2.079056949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1,0.25,124.4287895,540.2812425,498.2374529,2.148506156,2.143991129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1,0.26,126.783463,557.2364583,503.1176103,2.213860191,2.208685411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1,0.27,129.1394708,574.2295445,508.0181166,2.279442096,2.27361037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1,0.28,131.4967366,591.2610577,512.939314,2.345255345,2.338769462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1,0.29,133.7876777,608.3550816,517.9034399,2.411632811,2.404617382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.1,0.2,123.4760672,497.0236009,490.4104997,2.05456455,2.046828837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.1,0.21,126.2038152,515.4600082,495.5537425,2.128391466,2.119814181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.1,0.22,128.8920521,533.9660785,500.7386383,2.202822836,2.193527814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.1,0.23,131.6109781,552.4873461,505.9226089,2.277167239,2.267028586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.1,0.24,136.7664104,568.628555,519.1774642,2.366501245,2.360990362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.1,0.25,139.4312083,587.2416846,524.4035573,2.441710659,2.435520523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.1,0.26,142.1686346,605.8493319,529.620408,2.516685518,2.509711029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.1,0.27,144.9055807,624.4963402,534.8578698,2.591906118,2.584149463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.1,0.28,147.5626469,643.2119669,540.1406578,2.667774831,2.659386545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.1,0.29,150.290556,661.9419445,545.4224592,2.743532708,2.734379933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.2,0.2,136.8642095,535.6438251,513.2518124,2.306870473,2.297556029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.2,0.21,139.9806166,555.7372308,518.7210467,2.390834107,2.380617093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.2,0.22,143.0815467,575.8823628,524.2228956,2.475167713,2.464075918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.2,0.23,146.2121656,596.0509877,529.7240149,2.559508716,2.547441078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.2,0.24,149.3287573,616.2600603,535.2426664,2.644085902,2.631026313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.2,0.25,152.3622877,636.541143,540.8030392,2.729304975,2.71542112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.2,0.26,155.4525022,656.8100376,546.3509118,2.814205021,2.799363745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.2,0.27,158.5398749,677.1204479,551.9184732,2.89935335,2.883550942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.2,0.28,164.2577524,694.8204416,565.8037151,3.001212642,2.990584246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.2,0.29,167.3830476,715.2058999,571.4010262,3.087046547,3.075519941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.3,0.2,150.6339671,573.9860789,534.8808158,2.566811844,2.55577304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.3,0.21,154.1846819,595.7212514,540.6496299,2.661176099,2.649122038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.3,0.22,157.7313642,617.506534,546.4367587,2.755815772,2.742730264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.3,0.23,161.2649331,639.3365771,552.2434971,2.850736636,2.836610346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.3,0.24,164.7751024,661.2097222,558.0684333,2.945923767,2.930745235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.3,0.25,168.2545374,683.1250573,563.9214757,3.041387379,3.025182188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.3,0.26,171.7697539,705.0414968,569.7642967,3.136683931,3.119378598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.3,0.27,175.2807543,727.0008245,575.6268956,3.232243934,3.213832762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.3,0.28,178.6964545,749.0501645,581.5395031,3.32866124,3.309360706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.3,0.29,182.187641,771.1016152,587.4455839,3.424818316,3.404424219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.4,0.2,164.5162107,614.0994675,559.7682745,2.742846415,2.728980717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.4,0.21,168.4647517,637.5477192,565.8487869,2.846395783,2.831382209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1.4,0.22,172.4276883,661.0435552,571.9500794,2.950197166,2.933999307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
