RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m),,,,RPM,ADOC(mm),Feedrate(mm/min),RMS(Feed),RMS(Normal),RMS(Axial),RMS-Instantaneous(n-m),RMS-Cumulative(n-m)
800,1,0.21,114.169099,473.5877185,475.7324592,1.88276582,1.885255989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,0.22,116.9273193,490.0033795,482.117869,1.950334603,1.950440243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,0.23,119.2946798,506.8683732,486.9497992,2.015129751,2.014560764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,0.24,121.6551395,523.771344,491.8007992,2.080146999,2.078901911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,0.25,123.9376036,540.7287337,496.6879385,2.145632011,2.143832616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,0.26,126.2797592,557.6868141,501.5695084,2.210957337,2.208523416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,0.27,129.0776268,574.247142,507.9953337,2.279188261,2.273574085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,0.28,131.4308914,591.2796693,512.9152613,2.344987906,2.338730252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,0.29,133.7181836,608.3747417,517.8780767,2.411351037,2.404574985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.1,0.2,123.4637897,497.0273837,490.4032113,2.054510189,2.046816655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.1,0.21,126.1908695,515.4639006,495.5462632,2.128335785,2.119801804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.1,0.22,128.8780405,533.9702467,500.7306521,2.202763397,2.193514333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.1,0.23,131.5957075,552.4918001,505.9140969,2.277103966,2.267014023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.1,0.24,135.7767532,569.6025404,515.9625352,2.360542217,2.359853949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.1,0.25,138.9133599,587.7350018,522.7945639,2.438654978,2.435353811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.1,0.26,141.6379665,606.3455118,528.0132686,2.513601954,2.509540736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.1,0.27,144.3618369,624.9955512,533.252336,2.588791551,2.583975374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.1,0.28,147.0101002,643.7145658,538.5361553,2.664622454,2.659208122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.1,0.29,149.7247981,662.4479314,543.8190423,2.740342941,2.734197168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.2,0.2,136.8472327,535.6490006,513.2424311,2.306796723,2.297540684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.2,0.21,139.9655224,555.7417465,518.7128825,2.39077001,2.380603444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.2,0.22,143.0653808,575.88714,524.2142818,2.475100099,2.464061283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.2,0.23,146.1945974,596.0560814,529.7148538,2.559436904,2.547425241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.2,0.24,149.3097157,616.2654833,535.232937,2.644009755,2.631009227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.2,0.25,152.341927,636.5469109,540.7927177,2.729224101,2.715402688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.2,0.26,155.4305667,656.8161617,546.3399783,2.81411942,2.799344087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.2,0.27,158.5163001,677.1269419,551.9069054,2.899262815,2.883529865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.2,0.28,163.6852389,695.3676978,564.1451221,2.997902847,2.990399096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.2,0.29,166.7971178,715.7565274,569.7439448,3.083700113,3.075330373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.3,0.2,150.6147571,573.9919257,534.8708023,2.566729176,2.555756781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.3,0.21,154.1646422,595.72724,540.6394009,2.661091708,2.64910496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.3,0.22,157.7128689,617.5119731,546.4274914,2.755739413,2.742714523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.3,0.23,161.2449762,639.3423648,552.2336614,2.850655626,2.836593451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.3,0.24,164.7536222,661.2158726,558.0580074,2.945837917,2.930726946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.3,0.25,168.2315334,683.131585,563.9104365,3.041296485,3.025162481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.3,0.26,171.7450163,705.0484152,569.7526237,3.136587885,3.1193574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.3,0.27,175.2542116,727.0081483,575.614566,3.232142532,3.213810049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.3,0.28,178.668335,749.0579124,581.5264906,3.328554112,3.309336359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.3,0.29,182.1576148,771.1097992,587.4318679,3.424705422,3.404398332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4,0.2,164.4916324,614.1068159,559.7558822,2.742747101,2.728965883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4,0.21,168.4383648,637.555523,565.8357554,2.846290784,2.831366173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4,0.22,172.3993924,661.0518269,571.9363942,2.950086323,2.933982092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4,0.23,176.3440716,684.5958739,578.0577506,3.05417244,3.036872233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4,0.24,180.2305249,708.2104708,584.2159373,3.158804156,3.140389696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4,0.25,184.1185855,731.8494198,590.3875402,3.263503377,3.243947554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4,0.26,188.0157391,755.5159143,596.5684555,3.368277178,3.347555906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4,0.27,193.0806844,777.9899667,606.6268688,3.480862463,3.464204934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4,0.28,196.9787776,801.7551837,612.8394224,3.586224047,3.56839233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4,0.29,200.9294902,825.5642973,619.0534452,3.691765902,3.672711019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.5,0.2,178.9340296,652.0568624,579.3554728,3.009154063,2.993290173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.5,0.21,183.3365986,677.1495607,585.688816,3.123590243,3.106441384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.5,0.22,187.6998402,702.3113827,592.0595641,3.238518144,3.220152357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.5,0.23,192.077951,727.5127377,598.4419404,3.353656922,3.333994292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.5,0.24,196.4456269,752.7613998,604.8440268,3.469046278,3.448053325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.5,0.25,200.8113344,778.0400667,611.2599419,3.584580616,3.56225778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.5,0.26,205.1667577,803.3554933,617.6937834,3.700312788,3.676673978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.5,0.27,209.4438303,828.7472005,624.1688705,3.816643529,3.791808126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.5,0.28,213.7029187,854.183878,630.6696658,3.933170397,3.907075204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.5,0.29,219.0022674,878.6372966,640.1181183,4.055565098,4.034800928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.6,0.2,193.6766073,689.8002079,597.9634005,3.282081607,3.264019411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.6,0.21,198.5189204,716.5479087,604.5419503,3.407890986,3.388452893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.6,0.22,203.3865925,743.3429644,611.1353362,3.533938998,3.513064986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.6,0.23,208.2307901,770.1917212,617.7512788,3.660341458,3.638020653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.6,0.24,213.039266,797.0959542,624.3900188,3.787066181,3.763321729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.6,0.25,217.8182789,824.0463905,631.0594278,3.914177824,3.889061408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.6,0.26,222.6209041,851.0198088,637.7327079,4.04131753,4.01477625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.6,0.27,227.4140058,878.0374613,644.4241864,4.168647877,4.140640907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.6,0.28,232.1877226,905.1097036,651.1422763,4.296320031,4.266848004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.6,0.29,236.854819,932.2726483,657.9089855,4.424743959,4.393943969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.7,0.2,208.3004519,727.7411788,614.2967308,3.559255514,3.540999133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.7,0.21,214.0241972,755.7435655,622.4264871,3.69862245,3.676707707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.7,0.22,219.3740779,784.1823236,629.2321537,3.836217757,3.812707455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.7,0.23,224.6604102,812.6921799,636.0753398,3.974383574,3.949338893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.7,0.24,229.9605772,841.2403891,642.9284164,4.112705325,4.086059411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.7,0.25,235.2492818,869.8273605,649.7995076,4.251273104,4.223044652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.7,0.26,240.5047999,898.4554178,656.6857585,4.390042346,4.360280643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.7,0.27,245.7162666,927.1491828,663.6116545,4.529337608,4.498077237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.7,0.28,250.9421788,955.8840164,670.5480511,4.668782919,4.635950326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.7,0.29,256.1574914,984.6680587,677.5074722,4.808497117,4.774053225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.8,0.2,223.5699282,765.1404958,631.0444546,3.844350466,3.823730774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.8,0.21,229.371574,795.1762463,638.0329088,3.993555853,3.971267545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.8,0.22,235.2015175,825.2604836,645.0347566,4.143005423,4.118973104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.8,0.23,241.4200255,854.9999938,653.4363463,4.295158052,4.267176473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.8,0.24,247.2138391,885.1923981,660.4816883,4.445352089,4.415606639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.8,0.25,252.9463048,915.4438636,667.5619235,4.596039772,4.564633829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.8,0.26,258.704729,945.717595,674.6439049,4.746749203,4.713622006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.8,0.27,264.4430254,976.0473296,681.7500201,4.897817138,4.862966236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.8,0.28,270.1381741,1006.436316,688.8747316,5.049175889,5.012626078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.8,0.29,275.780863,1036.898627,696.0468555,5.201180141,5.162980955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.9,0.2,239.0442269,802.3913684,646.9600631,4.135424842,4.112389626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.9,0.21,245.3857586,834.0523642,654.107618,4.296557106,4.2716086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.9,0.22,251.7211978,865.7781544,661.2816635,4.458136533,4.431267123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.9,0.23,257.9819346,897.5842382,668.4958795,4.620384983,4.591677581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.9,0.24,264.2667281,929.422616,675.7174471,4.782742186,4.752124057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.9,0.25,270.978637,960.874952,684.361779,4.947801187,4.912979556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.9,0.26,277.2415917,992.7949583,691.6162635,5.110710679,5.073998472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.9,0.27,283.4265265,1024.794108,698.9133782,5.274265355,5.235760083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.9,0.28,289.6292981,1056.832007,706.2175634,5.437916523,5.397516555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1.9,0.29,295.8714269,1088.910474,713.5696943,5.602203263,5.559700407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,0.2,110.5321321,458.0882894,466.2393668,1.81032315,1.804023129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,0.21,115.0473621,472.7181199,478.8431371,1.888266015,1.886302807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,0.22,117.3852634,489.5636763,483.6729602,1.953138317,1.950589524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,0.23,119.7648861,506.4262704,488.5026839,2.017952841,2.014712888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,0.24,122.1378221,523.3267003,493.3517233,2.08299243,2.079056949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,0.25,124.4287895,540.2812425,498.2374529,2.148506156,2.143991129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,0.26,126.783463,557.2364583,503.1176103,2.213860191,2.208685411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,0.27,129.1394708,574.2295445,508.0181166,2.279442096,2.27361037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,0.28,131.4967366,591.2610577,512.939314,2.345255345,2.338769462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,0.29,133.7876777,608.3550816,517.9034399,2.411632811,2.404617382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.1,0.2,123.4760672,497.0236009,490.4104997,2.05456455,2.046828837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.1,0.21,126.2038152,515.4600082,495.5537425,2.128391466,2.119814181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.1,0.22,128.8920521,533.9660785,500.7386383,2.202822836,2.193527814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.1,0.23,131.6109781,552.4873461,505.9226089,2.277167239,2.267028586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.1,0.24,136.7664104,568.628555,519.1774642,2.366501245,2.360990362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.1,0.25,139.4312083,587.2416846,524.4035573,2.441710659,2.435520523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.1,0.26,142.1686346,605.8493319,529.620408,2.516685518,2.509711029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.1,0.27,144.9055807,624.4963402,534.8578698,2.591906118,2.584149463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.1,0.28,147.5626469,643.2119669,540.1406578,2.667774831,2.659386545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.1,0.29,150.290556,661.9419445,545.4224592,2.743532708,2.734379933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.2,0.2,136.8642095,535.6438251,513.2518124,2.306870473,2.297556029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.2,0.21,139.9806166,555.7372308,518.7210467,2.390834107,2.380617093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.2,0.22,143.0815467,575.8823628,524.2228956,2.475167713,2.464075918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.2,0.23,146.2121656,596.0509877,529.7240149,2.559508716,2.547441078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.2,0.24,149.3287573,616.2600603,535.2426664,2.644085902,2.631026313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.2,0.25,152.3622877,636.541143,540.8030392,2.729304975,2.71542112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.2,0.26,155.4525022,656.8100376,546.3509118,2.814205021,2.799363745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.2,0.27,158.5398749,677.1204479,551.9184732,2.89935335,2.883550942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.2,0.28,164.2577524,694.8204416,565.8037151,3.001212642,2.990584246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.2,0.29,167.3830476,715.2058999,571.4010262,3.087046547,3.075519941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.3,0.2,150.6339671,573.9860789,534.8808158,2.566811844,2.55577304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.3,0.21,154.1846819,595.7212514,540.6496299,2.661176099,2.649122038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.3,0.22,157.7313642,617.506534,546.4367587,2.755815772,2.742730264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.3,0.23,161.2649331,639.3365771,552.2434971,2.850736636,2.836610346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.3,0.24,164.7751024,661.2097222,558.0684333,2.945923767,2.930745235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.3,0.25,168.2545374,683.1250573,563.9214757,3.041387379,3.025182188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.3,0.26,171.7697539,705.0414968,569.7642967,3.136683931,3.119378598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.3,0.27,175.2807543,727.0008245,575.6268956,3.232243934,3.213832762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.3,0.28,178.6964545,749.0501645,581.5395031,3.32866124,3.309360706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.3,0.29,182.187641,771.1016152,587.4455839,3.424818316,3.404424219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.4,0.2,164.5162107,614.0994675,559.7682745,2.742846415,2.728980717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.4,0.21,168.4647517,637.5477192,565.8487869,2.846395783,2.831382209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.4,0.22,172.4276883,661.0435552,571.9500794,2.950197166,2.933999307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.4,0.23,176.3743456,684.5871213,578.0721051,3.054289331,3.036890651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.4,0.24,180.262683,708.2012219,584.2309783,3.15892732,3.140409365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.4,0.25,184.1527243,731.8396618,590.4032833,3.26363297,3.243968618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.4,0.26,188.0519909,755.5056344,596.5849157,3.368413315,3.347578389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.4,0.27,193.4345311,777.6613043,607.5996964,3.482828994,3.464320443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1.4,0.28,197.3394069,801.4252915,613.810533,3.588202861,3.568508652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
